Tanggal,Beras,Beras Kualitas Medium I,Bawang Merah,Bawang Merah Ukuran Sedang,Bawang Putih,Bawang Putih Ukuran Sedang,Cabai Merah,Cabai Merah Keriting,Cabai Rawit,Cabai Rawit Merah,Daging Sapi,Daging Sapi Kualitas 1,Telur Ayam,Telur Ayam Ras Segar,Daging Ayam,Daging Ayam Ras Segar,Minyak Goreng,Minyak Goreng Kemasan Bermerk 1,Gula Pasir,Gula Pasir Lokal
27/03/2024,15800,15850,37600,37600,42100,42100,44500,37500,43650,42150,133350,137500,30350,30350,40000,40000,18000,18500,18250,18000
28/03/2024,15800,15850,38000,38000,42100,42100,43500,36400,40650,38500,133350,137500,30000,30000,40000,40000,18000,18500,18250,18000
29/03/2024,15800,15850,38000,38000,42100,42100,43500,36400,40650,38500,133350,137500,30000,30000,40000,40000,18000,18500,18250,18000
1/4/2024,15800,15850,42400,42400,42100,42100,45650,40750,41700,42150,133350,137500,28600,28600,39400,39400,18000,18500,18250,18000
2/4/2024,15800,15850,46650,46650,42650,42650,45100,39100,41600,42150,133350,137500,28350,28350,39400,39400,18000,18500,18250,18000
3/4/2024,15800,15850,49650,49650,42250,42250,46050,38900,41400,42150,133350,137500,27750,27750,39400,39400,18000,18500,18250,18000
4/4/2024,15800,15850,50650,50650,42250,42250,46200,39150,40700,40250,136650,140850,27650,27650,41150,41150,18000,18500,18250,18000
5/4/2024,15800,15850,51500,51500,42250,42250,49700,42350,42500,43400,136650,140850,28000,28000,42250,42250,18000,18500,18250,18000
8/4/2024,15800,15850,51500,51500,42250,42250,49700,42350,42500,43400,136650,140850,28000,28000,42250,42250,18000,18500,18250,18000
9/4/2024,15800,15850,51500,51500,42250,42250,49700,42350,42500,43400,136650,140850,28000,28000,42250,42250,18000,18500,18250,18000
10/4/2024,15800,15850,51500,51500,42250,42250,49700,42350,42500,43400,136650,140850,28000,28000,42250,42250,18000,18500,18250,18000
11/4/2024,15800,15850,51500,51500,42250,42250,49700,42350,42500,43400,136650,140850,28000,28000,42250,42250,18000,18500,18250,18000
12/4/2024,15800,15850,51500,51500,42250,42250,49700,42350,42500,43400,136650,140850,28000,28000,42250,42250,18000,18500,18250,18000
15/04/2024,15800,15850,51500,51500,42250,42250,49700,42350,42500,43400,136650,140850,28000,28000,42250,42250,18000,18500,18250,18000
16/04/2024,15500,15500,67900,67900,45000,45000,46750,34500,35950,38350,141650,144150,28100,28100,41900,41900,18000,18500,18250,18000
17/04/2024,15500,15500,65400,65400,45000,45000,44500,32500,34850,36850,140000,142500,28100,28100,41900,41900,18000,18500,18250,18000
18/04/2024,15500,15500,67900,67900,45000,45000,49900,42100,34200,36600,135000,139150,27350,27350,40850,40850,18000,18500,18250,18000
19/04/2024,15500,15500,67850,67850,43900,43900,46500,39000,35550,39250,135000,139150,27350,27350,40850,40850,18000,18500,18750,18500
22/04/2024,15500,15500,69900,69900,43900,43900,51350,41850,36900,43900,135000,139150,27350,27350,39500,39500,18000,18500,18750,18500
23/04/2024,15050,15000,68750,68750,46250,46250,51550,41650,38350,45150,135000,139150,27350,27350,39500,39500,18000,18500,18750,18500
24/04/2024,15050,15000,69100,69100,45750,45750,50700,41650,39900,46750,135000,139150,27350,27350,39500,39500,18000,18500,18750,18500
25/04/2024,15050,15000,66900,66900,45750,45750,50800,43850,41450,45900,134150,138350,27650,27650,39900,39900,18000,18500,18750,18500
26/04/2024,15050,15000,67350,67350,45750,45750,58000,55600,41400,46400,134150,138350,27650,27650,38600,38600,18000,18500,18750,18500
29/04/2024,15050,15000,62250,62250,45750,45750,66400,62150,40150,41350,134150,138350,28350,28350,38100,38100,18000,18500,18750,18500
30/04/2024,15000,15000,62250,62250,45750,45750,65200,58850,42950,42900,134150,138350,29400,29400,37100,37100,18000,18500,18750,18500
1/5/2024,15000,15000,62250,62250,45750,45750,65200,58850,42950,42900,134150,138350,29400,29400,37100,37100,18000,18500,18750,18500
2/5/2024,14750,14650,58600,58600,45850,45850,65450,58500,45400,41000,134150,138350,30000,30000,37750,37750,18000,18500,19150,18850
3/5/2024,14750,14650,58400,58400,45850,45850,66400,59750,45700,40900,134150,138350,30350,30350,39100,39100,18000,18500,19200,18900
6/5/2024,14750,14650,53900,53900,45850,45850,62850,55100,40900,34150,134150,138350,30350,30350,39100,39100,18000,18500,19200,18900
7/5/2024,14750,14650,53900,53900,45850,45850,61400,52500,41300,33000,134150,138350,30000,30000,40000,40000,18000,18500,19200,18900
8/5/2024,14750,14650,51600,51600,45850,45850,60050,49850,42700,32750,134150,138350,30000,30000,40400,40400,18000,18500,19200,18900
9/5/2024,14750,14650,51600,51600,45850,45850,60050,49850,42700,32750,134150,138350,30000,30000,40400,40400,18000,18500,19200,18900
10/5/2024,14750,14650,51600,51600,45850,45850,60050,49850,42700,32750,134150,138350,30000,30000,40400,40400,18000,18500,19200,18900
13/05/2024,14750,14650,53750,53750,45000,45000,51550,44100,45650,35900,134150,138350,30350,30350,42350,42350,18000,18500,19200,18900
14/05/2024,14750,14650,53750,53750,45000,45000,52450,45850,44950,32750,134150,138350,30350,30350,41150,41150,17850,18500,19200,18900
15/05/2024,14750,14650,53750,53750,45000,45000,51200,44100,43150,32600,134150,138350,30350,30350,40350,40350,17850,18500,19200,18900
16/05/2024,14750,14650,54100,54100,45000,45000,52500,46650,44650,38350,134150,138350,30350,30350,40350,40350,17850,18500,19200,18900
17/05/2024,14750,14650,52600,52600,45850,45850,53650,49100,43850,38600,133750,137500,30350,30350,40350,40350,17850,18500,19200,18900
20/05/2024,14750,14650,52600,52600,45850,45850,50650,44650,42000,37100,133750,137500,29600,29600,39100,39100,17850,18500,19150,18750
21/05/2024,14750,14650,51100,51100,45850,45850,50350,45150,42400,38500,133750,137500,29600,29600,38900,38900,17850,18500,19150,18750
22/05/2024,14750,14650,51400,51400,45850,45850,49650,43600,43200,38750,133750,137500,29400,29400,39100,39100,17850,18500,19100,18700
23/05/2024,14750,14650,51400,51400,45850,45850,49650,43600,43200,38750,133750,137500,29400,29400,39100,39100,17850,18500,19100,18700
24/05/2024,14750,14650,51400,51400,45850,45850,49650,43600,43200,38750,133750,137500,29400,29400,39100,39100,17850,18500,19100,18700
27/05/2024,14850,14850,50750,50750,45850,45850,52000,47000,40950,37850,133750,137500,28900,28900,39100,39100,17850,18500,19100,18700
28/05/2024,14850,14850,49100,49100,45850,45850,60200,59900,41950,39100,133750,137500,28900,28900,39100,39100,17850,18500,19100,18700
29/05/2024,14850,14850,49100,49100,45850,45850,57900,56900,40650,38900,133750,137500,28900,28900,38600,38600,17750,18500,19100,18700
30/05/2024,14850,14850,46650,46650,45850,45850,56650,56750,39900,38350,133750,137500,28350,28350,38250,38250,17750,18500,19100,18700
31/05/2024,14850,14850,45350,45350,45850,45850,54050,53100,39250,37750,133750,137500,28350,28350,38250,38250,17750,18500,19100,18700
3/6/2024,14850,14850,43350,43350,45850,45850,52700,48900,43350,41850,133750,137500,28350,28350,37750,37750,17750,18500,19050,18700
4/6/2024,14850,14850,43350,43350,44750,44750,52550,50250,43450,40850,133750,137500,28350,28350,37400,37400,17900,18650,19050,18700
5/6/2024,14850,14850,43350,43350,44750,44750,53350,51850,42700,39000,133750,137500,27750,27750,36400,36400,17900,18650,19050,18700
6/6/2024,14850,14850,43350,43350,44750,44750,54100,54650,43500,38850,133750,137500,27650,27650,37650,37650,17900,18650,19050,18700
7/6/2024,14850,14850,43350,43350,44750,44750,52400,51150,42950,40250,133750,137500,27650,27650,38350,38350,17900,18650,18600,18200
10/6/2024,14850,14850,42650,42650,43350,43350,58200,56500,46100,44150,133750,137500,27650,27650,39400,39400,18050,18650,18650,18200
11/6/2024,14850,14850,42650,42650,42500,42500,58400,58750,45150,42900,133750,137500,27650,27650,39400,39400,18050,18650,18650,18200
12/6/2024,14850,14850,42650,42650,42500,42500,59400,58650,46900,41750,133750,137500,27650,27650,40100,40100,18050,18650,18650,18200
13/06/2024,14850,14850,41850,41850,42850,42850,58950,57000,46050,41400,133750,137500,28650,28650,40100,40100,18050,18650,18650,18250
14/06/2024,14850,14850,41850,41850,42850,42850,63050,61100,48400,41650,133750,137500,28650,28650,40100,40100,18050,18650,18650,18200
17/06/2024,14850,14850,41850,41850,42850,42850,63050,61100,48400,41650,133750,137500,28650,28650,40100,40100,18050,18650,18650,18200
18/06/2024,14850,14850,41850,41850,42850,42850,63050,61100,48400,41650,133750,137500,28650,28650,40100,40100,18050,18650,18650,18200
19/06/2024,14850,14850,41850,41850,42850,42850,65850,61900,54900,42350,133750,137500,29000,29000,41250,41250,18050,18650,18650,18200
20/06/2024,14850,14850,40900,40900,42500,42500,61500,57500,53250,42350,133750,137500,29000,29000,41250,41250,18050,18650,18650,18200
21/06/2024,14850,14850,40750,40750,42500,42500,58100,54100,49950,41150,133750,137500,28150,28150,39750,39750,18050,18650,18300,18050
24/06/2024,14850,14850,38000,38000,42250,42250,47150,40350,51550,39750,133750,137500,28000,28000,38500,38500,18050,18650,18300,18050
25/06/2024,14850,14850,37350,37350,42250,42250,45550,37750,51000,42000,133750,137500,28000,28000,38500,38500,18050,18650,18300,18050
26/06/2024,14850,14850,35850,35850,42250,42250,44050,36150,49650,41250,133750,137500,28000,28000,38500,38500,18050,18650,18300,18050
27/06/2024,14850,14850,35000,35000,42250,42250,46400,38650,50950,42850,133750,137500,28000,28000,39350,39350,18050,18650,18300,18050
28/06/2024,14850,14850,34600,34600,42250,42250,44750,37400,49200,41850,133750,137500,28000,28000,39000,39000,18050,18650,18300,18050
1/7/2024,14850,14850,33350,33350,42250,42250,43100,35650,52500,44900,133750,137500,28000,28000,38500,38500,18050,18650,17800,17300
2/7/2024,14850,14850,33350,33350,42250,42250,44050,39100,54300,47850,133750,137500,28000,28000,39350,39350,18050,18650,17800,17300
3/7/2024,14850,14850,33350,33350,42250,42250,45750,42500,55450,50150,133750,137500,28000,28000,40000,40000,18050,18650,17800,17300
4/7/2024,14850,14850,32900,32900,41150,41150,48300,44850,56000,51100,133750,137500,28000,28000,39100,39100,18050,18650,17800,17300
5/7/2024,15250,15350,32850,32850,41150,41150,48350,48900,57200,53150,133750,137500,28000,28000,39150,39150,18050,18650,17800,17300
8/7/2024,15250,15350,32500,32500,41150,41150,45900,45250,55150,49650,133750,137500,27900,27900,38150,38150,18050,18650,17800,17300
9/7/2024,15250,15350,30750,30750,41150,41150,46150,45750,54750,48900,133750,137500,27900,27900,39150,39150,18050,18650,17800,17300
10/7/2024,15250,15350,30500,30500,41150,41150,47050,47500,55200,51750,133750,137500,29000,29000,39150,39150,18050,18650,17800,17300
11/7/2024,15250,15350,30500,30500,41150,41150,42750,42650,57100,54900,133750,137500,29000,29000,39150,39150,18050,18650,17650,16950
12/7/2024,15250,15350,30500,30500,41150,41150,45150,44350,58700,58150,133750,137500,29000,29000,39400,39400,18050,18650,17650,16950
15/07/2024,15250,15350,30100,30100,41150,41150,42950,42000,61150,65100,133750,137500,28150,28150,38500,38500,18050,18650,17650,16950
16/07/2024,15250,15350,29150,29150,41150,41150,42250,41600,60300,64350,133750,137500,28150,28150,38500,38500,18050,18650,17650,16950
17/07/2024,15250,15350,29150,29150,41150,41150,42150,41600,71700,79100,133750,137500,28150,28150,38500,38500,18050,18650,17650,16950
18/07/2024,15250,15350,28350,28350,41150,41150,41300,40100,71950,79600,133750,137500,28150,28150,37650,37650,18050,18650,17650,16950
19/07/2024,15250,15350,27500,27500,40850,40850,43000,42850,72900,80400,133750,137500,28150,28150,38350,38350,18050,18650,17650,16950
22/07/2024,15250,15350,27500,27500,40850,40850,43900,43900,70700,78750,133750,137500,28000,28000,38350,38350,18050,18650,17650,16950
23/07/2024,15250,15350,27500,27500,40850,40850,45200,44850,74200,85750,133750,137500,28000,28000,37150,37150,18050,18650,17650,16950
24/07/2024,15250,15350,27500,27500,40850,40850,47000,47650,76200,89750,133750,137500,28000,28000,36250,36250,18050,18650,17650,16950
25/07/2024,15250,15350,27850,27850,40850,40850,46300,46250,75400,88000,133750,137500,28000,28000,36250,36250,18050,18650,17650,16950
26/07/2024,15250,15350,27150,27150,40850,40850,45850,45350,74900,83600,133750,137500,28000,28000,35600,35600,18050,18650,17650,16950
29/07/2024,15250,15350,26900,26900,40850,40850,43500,44850,76300,90500,133750,137500,28000,28000,36900,36900,18050,18650,17650,16950
30/07/2024,15250,15350,26900,26900,40850,40850,42550,42900,74750,88350,133750,137500,28000,28000,37250,37250,18050,18650,17650,16950
31/07/2024,15250,15350,26900,26900,40850,40850,44550,44900,73200,85250,133750,137500,27150,27150,36600,36600,18050,18650,17650,16950
1/8/2024,15250,15350,26750,26750,40850,40850,43950,42400,71600,82250,133750,137500,27150,27150,36600,36600,18050,18650,17650,16950
2/8/2024,15250,15350,26750,26750,40850,40850,43550,42750,70050,80850,133750,137500,27150,27150,36750,36750,18050,18650,17650,16950
5/8/2024,15250,15350,26100,26100,40850,40850,44600,43150,65800,78500,133750,137500,28000,28000,37650,37650,18050,18650,17650,16950
6/8/2024,15250,15350,26100,26100,40850,40850,45550,46100,67700,80850,133750,137500,28000,28000,37650,37650,18050,18650,17650,16950
7/8/2024,15250,15350,26100,26100,40850,40850,45700,46150,64700,78600,133750,137500,28000,28000,38650,38650,18050,18650,17650,16950
8/8/2024,15100,15150,25850,25850,40850,40850,45700,47500,62750,77400,133750,137500,27150,27150,38350,38350,18050,18650,17650,17000
9/8/2024,15100,15150,25850,25850,40850,40850,46550,47500,60950,75900,133750,137500,27150,27150,37600,37600,18050,18650,17650,17000
12/8/2024,15000,15000,25500,25500,40850,40850,44900,43650,57550,72850,134150,137900,27150,27150,36850,36850,18050,18650,17900,17350
13/08/2024,15000,15000,25250,25250,40850,40850,43550,43150,56450,70650,134150,137900,27150,27150,37350,37350,18050,18650,18050,17350
14/08/2024,15000,15000,25250,25250,40850,40850,42200,40850,53950,66600,134150,137900,27150,27150,37350,37350,18050,18650,18050,17350
15/08/2024,15000,15000,25350,25350,40850,40850,41550,41150,52050,63100,134150,137900,26250,26250,37150,37150,18050,18650,18050,17350
16/08/2024,15000,15000,25750,25750,41250,41250,43000,42000,51350,61350,134150,137900,26250,26250,37150,37150,18050,18650,18100,17350
19/08/2024,15000,15000,24500,24500,41250,41250,43950,42600,58800,65250,134150,137900,26250,26250,36650,36650,18050,18650,18100,17350
20/08/2024,15000,15000,24500,24500,41250,41250,42850,42600,55450,61400,134150,137900,26250,26250,36650,36650,18050,18650,18100,17350
21/08/2024,15000,15000,24500,24500,41250,41250,41250,40150,53200,59400,134150,137900,26250,26250,36650,36650,18050,18650,18100,17350
22/08/2024,15000,15000,24100,24100,41250,41250,39750,38750,51650,56350,134150,137900,26100,26100,36650,36650,18050,18650,18100,17350
23/08/2024,15000,15000,24100,24100,41250,41250,39450,38250,50250,55250,134150,137900,26100,26100,36650,36650,18050,18650,18100,17350
26/08/2024,15000,15000,25400,25400,41250,41250,40250,39900,50450,57250,134150,137900,26100,26100,36400,36400,18050,18650,18100,17350
27/08/2024,14650,14500,25400,25400,41250,41250,39000,38400,48350,54350,134150,137900,26100,26100,36400,36400,18050,18650,18100,17350
28/08/2024,14650,14500,25400,25400,41250,41250,37900,36250,47700,53000,134150,137900,26100,26100,36400,36400,18050,18650,18100,17350
29/08/2024,14650,14500,25250,25250,41250,41250,36250,35600,45300,49500,134150,137900,26100,26100,36400,36400,18150,18650,18100,17350
30/08/2024,14650,14500,25250,25250,41400,41400,35700,35000,44650,48400,134150,137900,26100,26100,35600,35600,18150,18650,18100,17350
2/9/2024,14650,14500,25650,25650,41400,41400,34950,34350,47500,52350,134150,137900,26100,26100,35600,35600,18250,18850,18100,17350
3/9/2024,14650,14500,25650,25650,41400,41400,34950,34350,48200,51150,134150,137900,26100,26100,36500,36500,18250,18850,18100,17350
4/9/2024,14650,14500,25650,25650,41400,41400,35350,33400,45950,48850,134150,137900,25150,25150,36500,36500,18250,18850,18100,17350
5/9/2024,14650,14500,25650,25650,41400,41400,34550,31850,43900,48400,134150,137900,25150,25150,35650,35650,18250,18850,18100,17350
6/9/2024,14650,14500,25650,25650,41150,41150,35750,33350,42400,45400,134150,137900,25150,25150,36500,36500,18250,18850,18100,17350
9/9/2024,14650,14500,26850,26850,41150,41150,32900,30750,41150,45400,134150,137900,26650,26650,36500,36500,18250,18850,18100,17350
10/9/2024,14650,14500,26850,26850,41150,41150,34050,32000,41900,45250,134150,137900,26650,26650,36350,36350,18650,19150,18150,17500
11/9/2024,14650,14500,27650,27650,41150,41150,35600,33350,41200,45250,134150,137900,26650,26650,36350,36350,18650,19150,18150,17500
12/9/2024,14650,14500,27100,27100,41350,41350,34750,32150,40300,44650,134150,137900,26650,26650,37000,37000,18650,19200,18150,17500
13/09/2024,14650,14500,27100,27100,41150,41150,33400,30500,39650,43850,134150,137900,26350,26350,37650,37650,18650,19200,18150,17500
16/09/2024,14650,14500,27100,27100,41150,41150,33400,30500,39650,43850,134150,137900,26350,26350,37650,37650,18650,19200,18150,17500
17/09/2024,14650,14500,27100,27100,41150,41150,34200,32400,42450,46500,134150,137900,26350,26350,38400,38400,18650,19200,18150,17500
18/09/2024,14650,14500,27100,27100,41150,41150,33400,30850,41950,48900,134150,137900,26000,26000,38400,38400,18550,19200,18150,17500
19/09/2024,14650,14500,27100,27100,41150,41150,32950,29850,41450,49250,134150,137900,26000,26000,38400,38400,18550,19200,18150,17500
20/09/2024,14650,14500,27100,27100,41150,41150,32850,29650,42050,50850,134150,137900,26000,26000,38650,38650,18550,19200,18150,17500
23/09/2024,14650,14500,27100,27100,41150,41150,32200,29650,43800,51850,134150,137900,26000,26000,37100,37100,18550,19200,18150,17500
24/09/2024,14650,14500,25650,25650,41150,41150,32100,28400,43800,51850,134150,137900,26000,26000,37100,37100,18550,19200,18150,17500
25/09/2024,14650,14500,26000,26000,41150,41150,30950,27650,43550,51350,134150,137900,26000,26000,37100,37100,18550,19200,18150,17500
26/09/2024,14650,14500,26900,26900,41150,41150,30950,27500,43150,49750,134150,137900,26650,26650,37100,37100,18550,19200,18150,17500
27/09/2024,14650,14500,28650,28650,41150,41150,30100,26900,41300,48250,134150,137900,26650,26650,36750,36750,18550,19200,18150,17500
30/09/2024,14650,14500,28650,28650,41150,41150,29550,26350,43500,50400,134150,137900,26650,26650,36500,36500,18550,19200,18150,17500
1/10/2024,14650,14500,28650,28650,41150,41150,29200,25650,43700,51650,134150,137900,26650,26650,36150,36150,18550,19200,18150,17500
2/10/2024,14650,14500,28650,28650,41150,41150,29150,25500,44550,52400,134150,137900,26650,26650,36150,36150,18550,19200,18150,17500
3/10/2024,14650,14500,29100,29100,41150,41150,30550,27000,44800,52900,134150,137900,26650,26650,37150,37150,18550,19200,18150,17500
4/10/2024,14650,14500,29400,29400,41150,41150,30550,27000,43600,52150,134150,137900,26650,26650,36850,36850,18800,19550,18150,17500
7/10/2024,14650,14500,29400,29400,41150,41150,28950,25900,43050,53500,134150,137900,26650,26650,36850,36850,18800,19550,18150,17500
8/10/2024,14650,14500,29400,29400,41150,41150,28700,25400,42050,52350,134150,137900,26000,26000,36850,36850,18800,19550,18150,17500
9/10/2024,14650,14500,29400,29400,41150,41150,28350,25400,42800,55400,134150,137900,26000,26000,37750,37750,18800,19550,18150,17500
10/10/2024,14650,14500,29400,29400,41150,41150,28350,25400,43400,57250,134150,137900,26000,26000,37750,37750,18800,19550,18150,17500
11/10/2024,14650,14500,29650,29650,41150,41150,28950,26350,43750,58000,134150,137900,26000,26000,38100,38100,18800,19550,18000,17450
14/10/2024,14650,14500,29650,29650,41150,41150,27250,25350,43200,55500,134150,137900,26000,26000,38100,38100,18800,19550,18000,17450
15/10/2024,14650,14500,29650,29650,41150,41150,27800,26850,41600,53850,134150,137900,26000,26000,38100,38100,18800,19550,18000,17450
16/10/2024,14650,14500,29650,29650,41150,41150,28250,27750,41000,52400,134150,137900,26350,26350,38100,38100,18800,19550,18000,17450
17/10/2024,14650,14500,29650,29650,41150,41150,28850,28500,40750,53600,134150,137900,26350,26350,38100,38100,18800,19550,17600,17100
18/10/2024,14650,14500,29650,29650,41150,41150,29900,29250,40200,52900,134150,137900,26350,26350,37750,37750,18800,19550,17600,17100
21/10/2024,14650,14500,30750,30750,41150,41150,30450,30100,39600,52500,134150,137900,26650,26650,38350,38350,18700,19400,17600,17100
22/10/2024,14650,14500,30750,30750,41150,41150,30900,30900,38300,51000,134150,137900,26650,26650,38350,38350,18700,19400,17600,17100
23/10/2024,14650,14500,30500,30500,41150,41150,30500,30150,37500,49350,134150,137900,26650,26650,38350,38350,18700,19400,17600,17100
24/10/2024,14650,14500,30500,30500,41150,41150,29550,29400,37100,48500,134150,137900,26650,26650,38250,38250,18700,19400,17600,17100
25/10/2024,14650,14500,30850,30850,41150,41150,29850,30650,36400,48100,134150,137900,26650,26650,38250,38250,18800,19550,17600,17100
28/10/2024,14650,14500,31750,31750,41150,41150,29000,28400,36050,46400,134150,137900,26650,26650,37600,37600,18800,19550,17600,17100
29/10/2024,14650,14500,33900,33900,41650,41650,29600,29850,35500,46100,134150,137900,26350,26350,37600,37600,18800,19550,17600,17100
30/10/2024,14650,14500,34650,34650,41650,41650,30050,30400,35600,46250,134150,137900,26350,26350,37600,37600,18800,19550,17600,17100
31/10/2024,14450,14500,36650,36650,42500,42500,30350,32000,34300,45400,133150,136900,26000,26000,36250,36250,18500,19500,17250,16750
1/11/2024,14650,14500,38000,38000,41650,41650,29950,29850,33350,43600,134150,137900,26350,26350,37600,37600,18800,19550,17600,17100
4/11/2024,14650,14500,38900,38900,41650,41650,30250,29600,32500,42000,134150,137900,26350,26350,37600,37600,18800,19550,18000,17500
5/11/2024,14650,14500,39150,39150,41650,41650,30250,29600,33950,44350,134150,137900,26350,26350,37900,37900,19100,19650,18000,17500
6/11/2024,14650,14500,39250,39250,41650,41650,30250,29600,34800,44350,134150,137900,26350,26350,38400,38400,19300,19850,18000,17500
7/11/2024,14650,14500,39250,39250,41650,41650,29350,28400,32950,42400,134150,137900,26350,26350,38500,38500,19300,19850,18000,17500
8/11/2024,14650,14500,39250,39250,41650,41650,29950,29400,33750,42900,134150,137900,26350,26350,38500,38500,19300,19850,18000,17500
11/11/2024,14650,14500,40750,40750,42350,42350,30350,30250,35700,46750,134150,137900,26350,26350,39350,39350,19300,19850,18000,17500
12/11/2024,14650,14500,40750,40750,42350,42350,29750,29000,35650,47650,134150,137900,26350,26350,39350,39350,19300,19850,18000,17500
13/11/2024,14650,14500,40750,40750,42350,42350,29150,27900,34700,45750,134150,137900,26350,26350,38650,38650,19400,19850,18000,17500
14/11/2024,14650,14500,41400,41400,42350,42350,28900,27100,33900,44600,129150,132500,26350,26350,38500,38500,19400,19850,18000,17500
15/11/2024,14650,14500,42250,42250,42350,42350,28900,26900,34350,45650,129150,132500,26350,26350,38500,38500,19400,19850,18000,17500
18/11/2024,14650,14500,42600,42600,42350,42350,29450,27350,33250,43750,129150,132500,26350,26350,38850,38850,19600,20000,18000,17500
19/11/2024,14650,14500,43000,43000,42350,42350,29250,26850,32100,42900,129150,132500,26350,26350,38400,38400,19600,20000,18000,17500
20/11/2024,14650,14500,43100,43100,42350,42350,28950,26150,31650,42000,129150,132500,26350,26350,37750,37750,19600,20000,18000,17500
21/11/2024,14750,14650,43100,43100,42350,42350,27750,26000,30700,40600,129150,132500,26350,26350,37750,37750,19600,20000,18000,17500
22/11/2024,14750,14650,43000,43000,42350,42350,29500,28000,33000,40750,129150,132500,26350,26350,37750,37750,19600,20000,18000,17500
25/11/2024,14800,14650,43000,43000,42350,42350,28600,26600,32350,39400,129150,132500,26350,26350,37400,37400,19600,20000,18000,17500
26/11/2024,14800,14650,43000,43000,42350,42350,28450,26600,31400,37750,129150,132500,26350,26350,37250,37250,19600,20000,18000,17500
27/11/2024,14800,14650,43000,43000,42350,42350,28450,26600,31400,37750,129150,132500,26350,26350,37250,37250,19600,20000,18000,17500
28/11/2024,14800,14650,43000,43000,42350,42350,28600,25600,32800,38850,129150,132500,26350,26350,37600,37600,19600,20000,18000,17500
29/11/2024,14800,14650,43000,43000,42350,42350,29300,27650,32200,37600,129150,132500,26350,26350,38250,38250,19600,20000,18000,17500
2/12/2024,14800,14650,43000,43000,42350,42350,30400,27650,31300,36100,129150,132500,26650,26650,38400,38400,19600,20000,18000,17500
3/12/2024,14800,14650,43000,43000,42350,42350,29800,26650,31050,35600,129150,132500,26650,26650,37900,37900,19600,20000,18000,17500
4/12/2024,14800,14650,43000,43000,42750,42750,31750,29600,32350,38150,129150,132500,26650,26650,37900,37900,19600,20000,18000,17500
5/12/2024,14800,14650,41900,41900,42750,42750,33450,31150,32850,38150,129150,132500,26650,26650,37900,37900,19600,20000,18000,17500
6/12/2024,14800,14650,41900,41900,43000,43000,35800,34750,35900,39650,129150,132500,26650,26650,37850,37850,19600,20000,18000,17500
9/12/2024,14800,14650,41900,41900,43000,43000,37650,35500,37400,40750,129150,132500,28650,28650,37000,37000,19600,20000,18000,17500
10/12/2024,14800,14650,43250,43250,43000,43000,39850,39250,39200,42850,129150,132500,29350,29350,37000,37000,19600,20000,18000,17500
11/12/2024,14800,14650,43600,43600,43000,43000,40950,40850,40200,44250,129150,132500,29350,29350,37650,37650,19050,18400,18000,17500
12/12/2024,14800,14650,43750,43750,43000,43000,42100,42150,40250,44100,129150,132500,30000,30000,37650,37650,18950,17900,18000,17650
13/12/2024,14800,14650,43500,43500,43000,43000,43400,43000,40550,44750,129150,132500,31000,31000,37750,37750,18950,17900,18000,17650
16/12/2024,14800,14650,43500,43500,43000,43000,45350,45500,48550,54600,129150,132500,31350,31350,37750,37750,18950,17900,18000,17650
17/12/2024,14800,14650,43500,43500,43000,43000,46400,46850,49150,55250,129150,132500,31350,31350,37750,37750,18950,17900,18000,17650
18/12/2024,14800,14650,42500,42500,43000,43000,45000,44100,47300,52350,129150,132500,32000,32000,38150,38150,18950,17900,18150,17650
19/12/2024,14800,14650,42500,42500,43000,43000,47450,48600,48350,54000,129150,132500,32000,32000,38500,38500,18950,17900,18250,17650
20/12/2024,14800,14650,42850,42850,43000,43000,49250,51100,50000,55400,129150,132500,32000,32000,38500,38500,18950,17900,18150,17650
23/12/2024,14800,14650,42850,42850,43000,43000,56000,62600,58450,66900,129150,132500,32000,32000,38500,38500,18950,17900,18150,17650
24/12/2024,14800,14650,42850,42850,43000,43000,54250,59100,60150,67650,129150,132500,32000,32000,38500,38500,18950,17900,18150,17650
25/12/2024,14800,14650,42850,42850,43000,43000,54250,59100,60150,67650,129150,132500,32000,32000,38500,38500,18950,17900,18150,17650
26/12/2024,14800,14650,42850,42850,43000,43000,54250,59100,60150,67650,129150,132500,32000,32000,38500,38500,18950,17900,18150,17650
27/12/2024,14800,14650,42850,42850,43000,43000,65050,70900,67550,77150,129150,132500,32000,32000,39000,39000,18950,17900,18150,17650
30/12/2024,14800,14650,42850,42850,43000,43000,66350,70100,71200,80850,129150,132500,32000,32000,39000,39000,18950,17900,18150,17650
31/12/2024,14800,14650,42850,42850,43000,43000,65450,67400,73550,82750,129150,132500,31150,31150,39650,39650,18950,17900,18150,17650
1/1/2025,14800,14650,42850,42850,43000,43000,65450,67400,73550,82750,129150,132500,31150,31150,39650,39650,18950,17900,18150,17650
2/1/2025,14800,14650,42850,42850,43000,43000,70650,73650,84350,96400,129150,132500,30500,30500,39650,39650,18950,17900,18150,17650
3/1/2025,14800,14650,41650,41650,43000,43000,70050,71500,84450,93250,129150,132500,30500,30500,39350,39350,18950,17900,18250,17650
4/1/2025,,,,,,,,,,,,,,,,,,,,
5/1/2025,,,,,,,,,,,,,,,,,,,,
6/1/2025,14800,14650,39400,39400,43000,43000,63400,63250,98250,120850,129150,132500,30350,30350,38250,38250,18950,17900,18250,17650
